store_nbr,total_sales,avg_daily_sales,sales_variance,prop_sales_on_promo,avg_sales_dayofweek_0,avg_sales_dayofweek_1,avg_sales_dayofweek_2,avg_sales_dayofweek_3,avg_sales_dayofweek_4,avg_sales_dayofweek_5,avg_sales_dayofweek_6,avg_sales_month_1,avg_sales_month_2,cluster
18,218466.505,6.886908297080891,208.62072818014124,0.5660424941680853,6.463759982253771,6.37544122965642,7.042661886623348,5.982713147410359,6.593784361773223,8.648001208946202,6.867134982638889,6.670792908774336,7.207687916046676,0
19,260313.258,5.847239560637031,1503.800089578105,0.594487746804735,5.718245397815913,6.222680680359435,6.165912851278812,5.258847068538398,5.079741519350215,7.060269657929809,5.32971654275093,5.782828075884767,5.946893466071633,0
20,475036.48,9.171119562909048,201.8132918170612,0.5950537675927178,8.184917177060134,8.049214740044247,9.960052834196203,8.54685650163221,9.671628684732319,10.726825741801147,8.90958286187388,9.337236182336182,8.911426188944425,0
21,286026.569,6.853726523374788,242.38708816418588,0.5395490379316129,5.967946294681778,5.06166140956136,6.124169706180345,5.724274769992923,8.01588163072564,9.96316425937308,6.68443407596786,5.447627963053784,8.846452823631624,0
22,195698.937,5.211689400798935,83.70433781183254,0.5397070572569906,4.522117081780742,4.462228668261563,5.041812859884837,4.792219825072887,4.915662901990811,6.1455049751243775,6.281752317198764,5.125099576084077,5.343258990874933,0
23,275116.966,5.999977449676139,86.59555230333793,0.5340108607942774,5.628783598378546,5.365277335033471,5.705455048409405,4.86917374136229,5.047245262160454,6.952880265761945,8.0134000557569,5.93386829426147,6.101891303142842,0
24,221233.39,5.467818145868861,95.27496526228121,0.5301154197869553,4.947113355167394,4.896153502747253,4.792238095238096,4.773184682237914,4.515624290578888,6.526910647571607,7.304121417565486,5.309357637172516,5.70549422304603,0
25,121194.595,4.191554091443591,38.97325527457886,0.4873417721518987,4.015912180600347,4.160935420743639,4.006344322344322,4.080101053159479,3.938970384995064,4.825358068842199,4.2450468227424745,4.177414019219898,4.21384007483963,0
26,275924.441,6.924076311166876,115.53151351027462,0.5688080301129235,6.426559343434343,6.241835937499999,6.08111146377894,6.138878088367899,6.591116616528049,8.239856933831897,8.474510802210684,6.862764400514971,7.017686703443029,0
27,121739.584,4.602630775047259,115.51262039760103,0.6174669187145557,4.289288864688266,4.086281292059219,3.9711969826359237,4.52826241900648,4.839102584598987,5.597773471352913,4.740144489588623,4.4791758809808995,4.787609048833475,0
28,247218.866,6.961362486976601,92.42151970175422,0.6158026638132514,7.0198254254254255,6.6771297221667,6.490105430674358,6.185399392712551,5.880075406504066,7.904026681489716,8.407478875931943,6.9491723574960345,6.979929591474246,0
29,322780.714,7.778410824878907,158.2577777955534,0.543436874954816,7.203823498785144,6.9411766207248595,7.118351452991453,7.088919033849294,8.244529783693844,9.383473531777957,8.349079437669376,7.416055370061214,8.336348185323459,0
30,144947.857,5.153518346014364,74.58741371463256,0.6032141079428287,5.1644234693877555,4.49593465085639,4.659128053691275,4.584162723449,4.804039512922466,6.269614263970428,5.795357360882837,4.567700468788551,5.950671227127749,0
31,375073.972,7.374345719790806,96.44435279347455,0.509791199716881,6.850346781240897,6.533720893822943,7.9189079688757715,6.780433472803347,7.567213408876298,8.71221915689055,7.08108737458194,7.362706142742582,7.39277736577437,0
32,341621.138,6.940979682230078,89.86805699940474,0.5725750741598602,5.907347457627119,5.443120374498439,6.638836142857143,5.830690930611037,6.651466807909605,8.888141519388023,8.839252928357396,6.956656094215264,6.916738786279684,0
33,314516.692,6.971752975860616,227.13906784277557,0.5644714383880478,6.221323481912144,6.644289477810883,6.574057717250325,6.166819876757781,5.954312956494125,8.955506926774103,7.969065617977528,7.0247030725441535,6.8898147269749845,0
34,213357.205,6.31253010444096,84.97572746171754,0.5577975679753839,6.423499052830984,6.217102140283958,5.823105484345451,5.550270046669495,5.710509889652301,7.595447637415622,6.740868734593262,6.254836478599222,6.402127577611602,0
35,197111.532,4.6438187815106255,35.25260683708505,0.5885831409320077,4.136876496097138,4.006981364275668,4.252330596514745,3.881580856334041,4.2406783962104555,5.47308361749444,6.129451540866458,4.587175459741068,4.7309292675635275,0
36,221125.665,6.990789573519649,220.73938801648407,0.5836363061553539,7.153123229143242,6.437952402641767,6.896211472797633,6.530643979057591,7.5468216709075495,7.377975020815987,6.915065299754848,6.584358937960042,7.603771152168742,0
37,1102976.021,17.756427725099407,3520.3597149672923,0.5568845887599208,14.538177258673995,17.405508387538514,16.548836482231216,15.236884818557648,15.883504159172661,22.014041744071687,22.387391687096056,18.0395680665126,17.320817409072333,1
38,902494.05,14.867861320241841,1344.3259100015619,0.5926426253274246,13.277908995572128,11.651734753599438,13.782238657407408,10.601017237308145,14.509679784304728,19.068919897504458,20.800559949851838,14.733609139536778,15.074981526474529,1
39,810614.666,13.853582383401978,663.0122330444191,0.5744193598003863,12.226304342537405,10.959272571986336,12.163931920048455,10.043535024752476,11.624248241325862,18.56203871114653,20.741711442206963,13.76099825110716,13.995903087329806,1
40,876959.444,14.43079552410729,494.0426031881881,0.4838077999012671,12.47697188707977,11.590276260009421,13.211146079111728,10.80744624985282,13.098887372013651,18.72528182626083,20.692791373439274,14.49446438044714,14.332058554398925,1
41,666396.855,11.78378934432027,482.36761964413296,0.48599519026736454,9.962224278034753,9.321209557883975,9.820996037325834,8.695876431973227,10.19381706102117,15.594456870495234,18.0375693284723,11.653061686973924,11.980558385753522,1
42,478189.185,8.638590642218409,150.02201285547383,0.5687652425255171,7.945138426044604,7.212828493293397,8.666754368194479,6.779972151559781,7.9136742675159235,10.176084372003835,11.390914952484062,8.784180667639438,8.414054101221641,0
43,573852.097,10.297744266590101,294.54534713099076,0.549725442342892,9.478981676063556,8.86358437863701,10.091103703703704,8.540332773977024,9.211488726539867,12.885060451306414,12.709560113328406,10.20894365361803,10.433814277924203,1
44,577188.696,10.818704354182676,326.14474894639136,0.5524919870292966,9.829281986081371,9.449558722919043,11.771445481273169,9.4945764075067,10.850585668173014,12.497146794711899,11.550304464628374,11.025111628191782,10.49284644013727,1
45,186821.587,6.478088248552307,128.64296049949388,0.5830299247546725,6.268137822070977,5.433778890160184,5.690484856007945,5.2264536082474224,5.457068198484477,7.473875640739915,9.224881512420312,6.383019952520913,6.6289762267874766,0
46,4336.854,5.367393564356436,45.64770007044183,0.43316831683168316,5.8711796875,4.565813725490196,6.438647540983607,4.343168067226891,7.515285714285715,5.1095966386554625,2.8511956521739132,5.775517857142857,4.6907664473684205,0
47,4185.726,5.4858794233289645,91.95113960748941,0.45478374836173,5.245320754716981,4.742618181818182,7.368888888888889,4.729591666666667,7.974508771929825,5.220471074380166,2.4270476190476193,5.683804081632653,5.130630036630037,0
48,5027.632,5.537039647577092,53.01376700393907,0.4262114537444934,6.3001640625,5.1932578125,6.118428571428572,5.2630894308943095,6.123785234899328,5.5255808823529415,3.564762886597938,5.575390243902439,5.471131736526946,0
49,4602.943,5.532383413461539,44.6355700537799,0.4567307692307692,4.663518518518519,5.327265486725664,6.429516949152542,6.527267175572519,6.4326592592592595,5.825040650406504,2.871711538461539,5.913610789980732,4.900252396166135,0
50,4293.868,5.294535141800247,63.66578140956607,0.45745992601726265,4.556933333333333,4.88914953271028,6.3301138211382115,4.3488345864661655,6.271785185185186,6.236260869565218,3.2565285714285714,5.22523828125,5.413197324414716,0
51,4218.295,5.27286875,37.81572197649404,0.4625,5.157629921259843,5.241103448275862,6.653450819672131,4.86974358974359,6.152083333333333,4.862732758620689,3.6736702127659573,5.209638603696098,5.371249201277955,0
52,4585.638,5.222822323462415,43.49601558983178,0.4407744874715262,4.083224,5.27452,7.8356717557251905,4.982094017094017,6.124135338345865,4.881589552238807,2.3413181818181816,5.1916946428571435,5.277638364779874,0
53,4261.865,4.893071182548794,60.441002859295025,0.4730195177956372,6.609091666666667,3.6604130434782607,5.764333333333333,4.212147540983606,5.01398,5.424975806451613,3.0094634146341463,4.805973021582734,5.046806349206349,0
54,4413.514,5.07300459770115,34.34669113001335,0.4413793103448276,5.256316666666667,4.635821705426356,6.207618705035972,5.1097887323943665,4.530362903225806,5.774645669291338,3.383606741573034,5.136309653916211,4.9647352024922125,0
